pH,Temperature,Conductivity @25°C,Dissolved Oxygen,BOD - 5 days (Total),Ammonia-Total (as N),ortho-Phosphate (as P) - unspecified,Total Hardness (as CaCO3),True Colour,Is_Potable_By_Normes
8.288,12.683,481.692,12.106,2.482,0.294,0.114,3.611,6.635,1
6.583,27.832,436.392,12.368,4.469,0.463,0.104,116.42,14.093,1
6.376,30.981,504.115,4.406,8.709,-1.537,-1.466,-4.283,-4.659,0
12.617,-4.993,-1.186,17.45,5.216,-0.906,0.835,304.53,-2.677,0
7.777,21.798,179.155,6.401,0.871,0.281,0.039,40.984,12.017,1
7.937,18.946,86.899,5.652,1.823,0.129,0.048,248.795,13.953,1
8.075,29.625,203.959,9.747,4.881,0.351,0.173,47.322,5.488,1
8.007,17.517,263.857,9.933,1.962,0.037,0.017,47.673,12.368,1
7.963,11.222,113.834,12.72,4.415,0.051,0.081,29.227,12.418,1
7.129,0.945,56.923,5.931,4.037,0.102,0.11,42.221,13.629,1
2.903,34.767,-3.935,1.819,-1.994,2.977,-4.719,303.758,-2.59,0
7.428,18.121,146.659,13.747,0.317,0.319,0.02,46.888,13.988,1
2.189,-1.838,-2.072,16.619,7.968,-0.642,-0.383,304.062,17.034,0
11.584,34.977,-1.72,16.895,-3.646,-0.786,-4.842,-3.587,-1.121,0
4.292,33.219,501.234,3.877,7.381,-1.787,2.176,304.312,-1.436,0
7.866,20.073,268.244,12.03,3.175,0.499,0.009,38.574,9.629,1
3.166,31.732,-3.281,2.495,-3.36,1.01,-0.635,300.451,18.151,0
1.778,31.426,500.558,2.588,8.747,-2.18,-2.861,-0.255,16.968,0
8.404,13.255,394.371,7.361,1.16,0.186,0.058,99.074,10.363,1
11.355,-2.079,-1.446,1.388,5.442,4.338,-1.461,-1.108,16.929,0
4.678,30.871,502.013,18.841,7.885,-2.05,-2.145,-0.497,16.159,0
1.805,-0.962,502.972,2.815,-0.212,-3.118,-4.254,-1.234,-1.772,0
12.584,-2.796,-0.914,14.363,8.717,-4.274,1.601,-3.312,-4.147,0
8.269,10.861,197.293,13.703,2.147,0.365,0.101,124.621,14.994,1
12.607,33.103,-1.27,14.343,-4.675,0.891,4.269,303.016,19.218,0
7.161,23.757,358.686,10.531,3.926,0.235,0.178,290.454,14.584,1
7.714,28.145,76.405,7.407,4.902,0.332,0.058,72.175,9.282,1
6.61,29.643,479.528,13.483,1.184,0.2,0.144,211.439,9.318,1
8.326,2.745,194.373,7.107,4.622,0.223,0.06,154.915,12.793,1
4.194,34.592,501.156,16.599,7.388,-4.173,-0.387,-1.698,17.408,0
4.332,-1.836,504.76,14.697,9.217,4.405,-3.051,-2.104,18.18,0
7.052,27.067,352.485,10.64,4.331,0.067,0.108,191.993,2.84,1
3.468,-4.409,-0.249,1.859,9.049,-4.972,1.223,302.022,17.662,0
8.19,17.167,371.876,8.116,2.745,0.181,0.026,180.752,1.472,1
8.327,14.599,180.339,12.117,0.986,0.435,0.161,62.312,9.535,1
7.402,21.346,119.843,6.176,0.62,0.077,0.188,252.466,10.416,1
7.269,4.839,488.841,10.755,1.711,0.472,0.116,49.183,3.378,1
7.741,25.854,2.422,13.139,2.753,0.247,0.085,273.24,6.695,1
7.762,19.482,357.526,8.68,1.195,0.448,0.133,115.313,8.557,1
11.032,30.281,-4.654,1.51,7.129,1.997,-4.372,-4.451,-0.211,0
12.332,30.474,503.507,14.562,-1.986,-1.311,-3.259,-4.837,16.163,0
11.889,-3.009,502.751,18.142,-4.377,3.212,2.825,303.238,-1.646,0
7.33,19.058,492.875,8.584,1.71,0.451,0.164,138.604,7.965,1
7.837,9.714,362.217,12.414,1.24,0.429,0.193,86.045,10.078,1
7.448,24.048,214.748,9.172,4.558,0.02,0.152,12.412,5.526,1
10.153,-0.169,501.367,14.119,-0.562,1.115,-4.934,303.094,-4.916,0
12.47,31.096,-2.065,17.228,6.214,-4.066,-0.144,303.466,-4.04,0
11.049,-2.674,502.448,17.258,-0.953,2.952,1.754,300.813,16.909,0
4.091,-1.839,504.391,1.98,-3.728,0.809,-0.181,-0.199,17.773,0
5.324,31.495,501.515,3.724,8.241,-1.174,-3.574,-3.468,16.998,0
10.896,32.953,-2.422,16.846,-3.343,4.95,0.437,300.261,-2.163,0
7.072,13.361,221.114,11.566,2.879,0.303,0.111,130.215,6.924,1
7.554,3.008,488.488,5.577,2.619,0.214,0.108,171.929,8.843,1
5.598,-1.395,-4.877,3.388,-2.9,-4.751,3.962,-0.537,-4.123,0
8.715,31.296,-2.063,1.318,-4.418,-4.685,2.179,-0.4,17.204,0
7.844,27.034,323.988,12.837,3.971,0.175,0.03,84.758,10.887,1
9.286,-1.171,503.092,14.211,6.897,-3.074,4.794,-4.157,-4.759,0
8.374,16.683,192.602,9.058,1.41,0.103,0.11,227.886,11.678,1
9.126,33.302,-4.154,1.184,6.131,0.628,0.869,-4.8,-3.392,0
6.888,26.969,189.823,9.573,0.383,0.24,0.156,32.55,5.115,1
8.466,23.446,122.932,5.313,4.399,0.227,0.017,294.231,0.257,1
7.391,17.58,207.914,11.227,0.827,0.277,0.09,52.155,0.785,1
12.788,-0.235,500.42,18.044,9.923,-3.483,-0.79,-0.191,16.034,0
6.678,18.592,231.783,8.699,2.841,0.206,0.096,48.071,11.331,1
9.54,33.035,504.984,16.496,8.575,1.174,2.716,-2.292,-2.357,0
7.816,16.996,452.673,5.724,4.581,0.491,0.145,13.59,10.472,1
4.799,30.369,501.438,14.26,7.826,-1.82,2.332,301.408,-2.654,0
7.713,20.438,367.882,9.211,2.656,0.165,0.104,65.002,2.53,1
12.26,30.879,-1.089,17.743,-1.512,-1.663,-4.872,302.572,-3.589,0
12.186,31.561,-2.06,4.12,-1.474,1.327,-2.004,302.185,-2.399,0
4.708,30.65,504.127,14.125,6.044,3.563,4.891,-1.488,15.783,0
2.972,-4.829,-2.282,18.722,8.273,-0.461,3.9,-3.765,19.928,0
8.499,19.401,124.192,8.834,2.968,0.301,0.139,121.082,12.241,1
4.013,-2.136,502.687,15.212,-2.365,-3.211,1.333,302.717,15.892,0
4.351,-3.786,502.783,3.251,7.746,-2.416,-3.302,-4.737,17.795,0
8.111,13.29,237.246,9.826,2.847,0.154,0.011,10.681,13.673,1
8.296,17.975,60.356,11.479,0.933,0.223,0.14,17.365,7.868,1
3.913,-2.904,504.035,2.66,5.247,-3.993,-1.151,-3.754,-3.326,0
7.321,7.518,261.153,10.484,4.047,0.106,0.025,40.39,1.443,1
6.88,6.252,365.465,8.417,1.266,0.288,0.071,97.51,3.773,1
8.416,1.078,169.793,7.72,1.45,0.026,0.196,295.288,5.981,1
13.033,30.895,-1.826,16.066,-0.926,-3.14,-4.18,302.271,19.619,0
8.433,10.438,125.279,8.875,4.16,0.348,0.019,175.026,7.225,1
10.788,33.644,-4.809,1.881,7.004,-0.829,1.41,302.662,-2.858,0
7.039,12.467,432.742,5.727,2.563,0.376,0.073,274.61,11.503,1
8.25,11.475,454.33,10.207,2.362,0.289,0.195,177.549,1.351,1
8.214,14.386,371.917,10.072,4.998,0.314,0.073,294.884,3.458,1
12.509,-4.234,-4.725,3.252,-4.163,-1.381,-4.296,-1.577,-0.262,0
8.182,17.424,126.65,8.272,2.811,0.379,0.004,52.21,5.826,1
12.351,-3.57,-0.26,16.36,-3.714,2.24,-4.953,303.077,17.559,0
10.787,32.942,-3.256,18.301,-2.815,-4.919,-2.452,303.061,16.618,0
11.276,31.405,501.139,16.048,8.299,-1.819,3.832,300.306,-1.404,0
8.248,17.357,486.342,6.169,1.166,0.08,0.126,27.699,11.945,1
2.287,-2.711,502.059,3.249,8.893,-1.584,4.392,302.367,-3.855,0
13.129,32.947,502.789,3.688,6.914,-3.011,2.286,302.943,16.431,0
8.107,11.057,207.736,7.87,0.558,0.03,0.007,257.084,5.691,1
6.654,27.961,109.89,10.611,0.745,0.404,0.187,170.932,10.713,1
7.522,10.772,203.211,6.92,4.537,0.388,0.098,77.515,5.115,1
7.255,3.247,251.294,5.744,1.607,0.488,0.198,11.476,14.644,1
5.724,34.948,-1.597,15.248,-4.601,-2.1,-0.48,-2.167,-1.737,0
7.07,6.753,22.56,13.753,4.974,0.209,0.101,238.046,4.353,1
7.657,16.518,201.44,11.783,2.193,0.43,0.143,72.299,11.36,1
3.292,-3.29,-4.365,4.767,8.547,-3.629,-3.516,-3.717,15.561,0
5.958,34.715,502.248,1.502,-4.242,-3.562,0.638,302.041,-1.307,0
7.856,10.775,336.32,5.748,3.157,0.066,0.06,242.437,5.56,1
9.678,-1.724,-3.678,0.988,-2.715,0.615,-1.881,-4.921,18.556,0
7.157,23.201,117.062,12.848,4.67,0.317,0.199,87.58,9.768,1
8.253,10.178,460.807,9.216,3.691,0.132,0.122,282.47,9.194,1
6.778,16.633,465.411,7.552,0.573,0.135,0.2,112.36,3.387,1
3.878,34.503,-1.124,16.73,7.033,-1.889,-1.436,300.268,-4.918,0
8.46,17.219,17.623,10.8,0.637,0.485,0.118,259.726,8.062,1
6.732,12.41,461.355,12.322,3.533,0.24,0.185,183.414,7.816,1
7.505,18.755,235.019,6.008,4.597,0.274,0.103,6.12,9.399,1
4.878,34.518,-0.891,18.032,-1.049,0.896,-2.365,-3.188,-2.854,0
5.056,-4.371,-1.0,15.765,-2.181,4.125,1.274,300.679,-2.395,0
6.017,-4.484,504.978,18.439,5.874,-3.213,-0.594,302.113,-2.159,0
5.516,-2.061,502.536,18.37,7.987,4.951,4.944,301.418,17.565,0
13.442,30.593,504.39,4.562,-4.732,0.813,4.569,-2.112,16.686,0
10.45,-0.226,-4.658,17.789,6.102,3.728,-1.307,301.333,19.772,0
12.881,-1.861,-2.313,3.366,-0.262,-0.56,-0.624,-2.536,-1.155,0
7.439,7.537,311.708,9.489,3.231,0.325,0.12,205.782,4.726,1
10.919,32.591,503.659,17.22,-2.615,-1.851,3.796,303.441,19.117,0
7.038,17.18,132.365,9.088,3.532,0.112,0.047,49.022,12.756,1
9.158,31.586,-2.431,0.299,8.628,-4.67,0.822,303.204,-4.359,0
7.312,1.193,27.372,10.165,4.686,0.392,0.04,4.196,2.611,1
12.767,34.954,504.738,0.799,5.706,2.59,3.426,300.906,-3.869,0
6.88,3.014,57.109,5.55,1.177,0.367,0.14,259.314,10.324,1
7.739,19.858,28.209,7.649,0.408,0.087,0.024,284.335,6.667,1
6.752,15.984,162.193,7.133,3.461,0.313,0.111,36.419,3.154,1
6.792,6.656,212.877,12.242,3.003,0.387,0.134,84.472,5.133,1
3.404,30.661,-2.823,2.397,8.265,-2.968,2.292,300.424,15.56,0
7.417,28.296,355.618,9.435,3.51,0.28,0.059,100.85,5.473,1
8.182,7.78,323.56,5.264,3.488,0.323,0.055,122.812,6.956,1
6.319,33.026,503.004,17.949,-2.949,0.842,1.612,-4.621,-1.29,0
5.866,-4.0,-4.968,1.071,5.693,-3.523,3.913,304.112,15.885,0
9.796,30.807,500.497,17.074,6.039,2.718,-0.567,-0.334,-3.763,0
9.185,34.924,-2.49,4.89,-3.622,-4.89,1.784,300.378,18.997,0
6.909,23.455,432.907,9.029,3.133,0.156,0.077,72.064,1.49,1
11.824,-2.822,-1.404,0.779,8.229,5.409,-0.953,-3.866,-3.596,0
7.14,3.685,117.558,6.245,0.959,0.027,0.027,96.722,13.737,1
6.93,12.687,345.11,6.655,4.14,0.429,0.035,111.506,9.334,1
3.979,30.132,-3.817,16.011,8.023,3.949,-0.766,-4.605,-4.854,0
1.871,32.738,-2.546,14.907,9.905,-3.13,-3.551,301.815,-2.514,0
10.496,-1.054,-3.27,4.545,-0.533,1.29,5.127,303.915,17.308,0
7.431,1.341,167.114,6.968,0.301,0.053,0.133,238.835,1.868,1
7.533,16.472,271.874,8.589,4.255,0.277,0.125,290.467,8.025,1
11.706,-0.349,502.688,15.45,-0.689,-1.888,2.579,302.933,-2.758,0
7.79,23.26,358.212,9.024,4.073,0.119,0.091,56.449,7.726,1
12.677,33.917,-1.198,3.633,7.172,-0.2,1.153,300.543,19.895,0
6.844,18.45,49.779,11.915,2.391,0.249,0.126,4.147,0.55,1
3.31,31.047,504.044,18.992,-3.812,-0.237,-4.211,-0.234,-4.515,0
7.008,6.035,315.879,10.319,0.172,0.231,0.064,283.189,13.431,1
7.299,7.923,255.272,10.406,1.466,0.364,0.091,105.147,0.837,1
7.984,27.445,298.6,9.333,3.117,0.07,0.003,162.102,3.544,1
5.416,-3.938,500.565,1.065,-0.865,2.559,2.377,304.791,-3.829,0
4.045,-0.979,500.246,15.684,6.138,2.624,-3.948,303.295,-3.889,0
7.223,8.916,385.81,9.798,4.128,0.451,0.089,251.627,0.751,1
7.996,25.537,74.609,8.004,3.293,0.325,0.05,27.055,11.48,1
10.131,31.652,502.264,15.128,5.962,-2.416,1.599,300.107,18.46,0
6.201,32.281,-0.385,18.96,-1.96,3.615,3.016,300.279,19.846,0
8.366,23.211,364.085,10.271,0.058,0.087,0.03,144.849,4.752,1
6.216,-2.822,500.219,1.561,-1.319,-4.349,1.867,-4.985,-0.334,0
8.214,13.015,248.153,8.226,4.857,0.264,0.033,122.739,6.192,1
5.292,32.019,-3.983,2.383,8.636,-3.132,-1.3,-4.072,-1.03,0
4.99,-4.134,-4.782,0.079,6.499,1.983,-0.149,303.599,18.084,0
5.131,33.658,501.636,14.122,6.138,-2.215,1.089,-1.807,-0.736,0
6.693,28.17,209.514,6.159,3.912,0.265,0.03,42.194,13.214,1
6.233,30.504,-1.765,2.785,-3.017,2.958,-2.333,304.495,18.176,0
10.908,-3.158,502.366,16.414,7.519,2.086,-3.007,-2.148,18.259,0
4.767,33.44,-3.517,3.91,-0.328,-4.732,-1.699,300.505,15.881,0
6.912,29.983,277.909,13.996,3.032,0.033,0.135,235.092,4.446,1
13.188,32.119,502.642,3.075,7.385,0.954,-1.731,-4.088,-3.947,0
11.212,33.143,504.293,17.37,8.176,1.133,-0.437,303.971,-3.73,0
7.458,9.647,490.831,8.642,0.819,0.457,0.023,284.775,11.44,1
4.286,34.873,502.178,18.602,-3.179,1.872,5.152,-1.227,17.845,0
1.924,-2.908,-2.915,2.238,-0.262,-2.797,2.744,304.714,19.304,0
3.375,-1.124,503.472,3.895,-0.128,-1.354,-2.982,-3.173,15.843,0
8.067,9.302,255.366,7.586,4.446,0.273,0.108,60.391,11.4,1
8.221,2.885,380.836,5.358,4.949,0.334,0.024,89.129,1.91,1
3.497,31.856,501.052,3.25,-4.165,-3.441,-1.244,301.838,-4.767,0
6.696,25.24,213.491,10.58,3.105,0.162,0.134,0.575,10.03,1
11.435,-0.591,503.614,0.484,-4.849,2.966,-3.168,-1.579,19.349,0
7.779,13.512,313.361,8.104,0.643,0.041,0.135,259.738,1.265,1
11.725,-4.935,-3.382,2.644,6.197,4.033,2.388,301.307,17.629,0
5.611,-0.637,-0.744,16.663,-1.904,3.652,2.836,-3.707,17.754,0
6.813,26.724,317.393,6.174,1.528,0.304,0.173,111.208,0.648,1
4.575,-0.328,-2.181,0.607,-4.026,-4.525,-1.668,-2.635,19.695,0
9.363,34.342,-1.665,0.435,6.221,5.137,2.479,304.74,19.605,0
4.627,-1.017,-4.434,2.402,-0.827,-2.619,-3.21,301.627,-4.266,0
7.041,25.501,361.677,10.223,1.377,0.409,0.129,39.134,2.929,1
10.095,-0.584,502.843,0.076,9.867,5.08,4.621,-3.589,16.757,0
1.925,-2.882,503.297,2.007,-2.345,-1.065,-1.827,-1.63,-0.518,0
12.009,-3.363,504.086,18.345,-2.297,-3.487,2.084,-4.676,-4.04,0
7.186,10.193,19.011,7.296,0.421,0.018,0.012,81.213,5.862,1
8.412,4.694,481.462,6.395,2.789,0.267,0.114,37.513,14.631,1
6.899,9.298,273.308,12.965,1.831,0.307,0.05,16.25,14.964,1
8.61,-3.35,-1.884,3.765,8.382,-4.336,4.499,-4.528,15.394,0
5.995,30.297,-2.903,0.69,6.268,-3.374,-4.567,302.442,15.894,0
2.334,31.016,502.058,3.514,8.009,-2.157,-3.788,302.878,15.462,0
7.765,29.296,177.702,12.998,2.204,0.374,0.158,98.924,1.223,1
12.807,-4.183,503.511,18.69,-3.698,4.066,4.239,-1.269,-0.606,0
3.954,-2.422,501.209,18.36,6.791,4.394,3.934,-3.146,-1.637,0
12.987,31.476,501.147,0.826,-4.436,-4.637,1.157,302.888,16.635,0
8.129,8.17,243.564,11.318,4.051,0.033,0.037,185.116,9.264,1
12.706,-3.88,504.841,15.225,6.815,2.945,-0.261,302.05,18.541,0
6.581,6.004,192.831,6.778,3.04,0.154,0.066,266.091,11.241,1
8.001,24.636,308.763,6.247,4.669,0.442,0.061,4.494,13.288,1
6.899,11.464,370.638,8.874,3.783,0.119,0.058,212.839,6.422,1
7.706,21.413,436.359,7.649,4.758,0.348,0.128,204.399,6.238,1
7.361,21.326,88.993,9.781,0.338,0.229,0.153,140.4,7.701,1
12.683,-0.963,503.094,16.697,-1.666,3.528,-3.094,301.517,-2.462,0
6.61,24.848,196.197,13.637,1.45,0.204,0.108,186.975,2.585,1
2.285,30.157,504.221,18.022,9.251,-2.004,-4.648,304.986,17.696,0
10.432,34.319,504.547,17.161,6.82,-3.896,-1.305,303.357,-2.778,0
7.753,16.181,285.824,7.18,1.221,0.201,0.06,91.444,14.658,1
6.961,8.763,284.93,8.82,3.885,0.323,0.185,205.479,2.839,1
4.027,32.524,504.102,15.403,-3.07,-3.807,1.58,300.781,-4.219,0
12.567,-0.345,500.287,16.163,6.077,-0.267,-0.525,-4.123,-4.952,0
8.184,18.28,125.011,9.67,4.542,0.32,0.145,139.403,9.356,1
2.019,-4.499,-2.537,1.181,9.741,-3.106,-2.591,-4.937,18.61,0
8.317,6.812,417.216,10.698,4.473,0.069,0.062,176.484,2.537,1
4.192,-4.628,-2.485,1.462,6.882,3.817,-0.181,303.479,-0.767,0
6.633,9.762,464.288,10.814,4.3,0.114,0.197,53.711,8.02,1
5.218,-1.296,500.403,1.505,-3.703,-4.764,-1.992,-2.401,17.37,0
11.344,31.474,503.703,16.097,-1.566,3.387,4.103,302.108,-4.389,0
6.887,7.269,139.118,11.11,0.896,0.086,0.178,97.763,12.846,1
4.437,-3.649,501.161,4.755,9.912,1.088,0.859,304.11,16.742,0
11.736,-2.77,-3.436,3.737,-2.758,-0.745,-1.414,303.937,19.737,0
6.64,22.627,403.474,13.577,0.942,0.111,0.032,278.779,13.849,1
12.582,-1.39,-1.794,16.756,-1.162,-0.287,-1.038,-0.47,16.115,0
2.292,30.339,503.649,0.294,-0.561,4.345,-4.991,302.75,-0.579,0
7.696,10.662,161.326,6.043,3.359,0.184,0.16,226.409,13.688,1
2.016,-0.54,501.398,3.417,-2.519,4.055,4.901,-3.053,-3.874,0
10.833,-1.437,-1.097,15.285,6.544,4.611,3.905,302.763,18.75,0
6.984,10.18,44.983,5.293,3.18,0.457,0.101,14.235,1.669,1
5.438,-2.83,501.295,0.246,5.111,0.82,-2.046,-1.074,18.547,0
7.151,17.04,52.72,7.634,3.943,0.385,0.017,124.098,9.924,1
4.253,-3.449,502.005,4.006,7.799,-2.568,-1.771,301.705,18.189,0
11.253,33.375,503.208,18.305,7.552,-4.497,1.905,-3.887,19.504,0
6.565,8.022,257.355,10.11,0.145,0.379,0.158,22.099,13.953,1
4.095,30.76,503.854,2.434,6.328,5.203,-4.354,-4.49,-4.919,0
2.229,-4.267,-1.473,3.756,6.876,1.845,2.981,-1.064,-2.896,0
6.741,1.036,311.745,11.453,1.506,0.101,0.116,173.142,9.76,1
7.427,18.489,122.85,7.399,3.403,0.404,0.122,141.931,3.423,1
7.049,19.67,134.378,8.63,1.891,0.214,0.003,39.023,2.308,1
6.801,21.557,354.862,11.807,0.153,0.477,0.082,133.139,0.784,1
8.477,29.654,248.885,9.731,0.9,0.258,0.075,271.554,13.473,1
11.643,33.989,500.58,15.271,6.543,1.573,-2.223,-4.658,-1.392,0
5.145,-2.445,502.932,15.868,-0.339,-2.849,-1.99,-1.242,16.695,0
7.422,29.471,108.307,7.749,0.358,0.292,0.134,134.895,12.231,1
12.915,31.582,-2.163,3.063,6.145,3.561,0.892,-1.392,17.592,0
7.345,22.043,495.265,13.345,0.291,0.354,0.049,211.121,14.982,1
11.774,32.861,-2.232,3.721,-3.227,0.669,-1.021,304.405,-2.027,0
7.598,21.971,411.963,11.684,1.738,0.372,0.159,72.273,6.881,1
7.353,29.097,444.858,5.071,0.61,0.301,0.113,289.398,11.186,1
6.803,5.311,422.26,10.728,1.283,0.169,0.177,20.162,2.816,1
8.497,5.983,233.633,7.51,3.452,0.123,0.104,220.294,11.03,1
12.039,31.635,500.921,0.306,7.386,-2.447,1.622,301.63,-3.254,0
7.922,23.095,428.9,5.445,3.184,0.339,0.145,94.953,3.901,1
8.675,33.61,503.232,16.83,-2.885,-0.366,-1.807,303.905,16.067,0
6.356,-0.252,503.603,16.348,-3.483,5.095,4.755,304.853,15.995,0
6.888,25.707,179.15,8.538,2.287,0.121,0.134,14.637,9.733,1
6.85,21.768,137.841,11.048,4.446,0.056,0.131,43.336,8.85,1
6.869,9.415,246.248,13.411,1.437,0.437,0.084,99.851,7.647,1
6.763,11.711,176.945,11.409,1.092,0.298,0.141,33.405,3.334,1
10.042,30.458,-2.793,15.248,9.644,0.676,2.925,303.146,-0.607,0
6.372,30.718,501.368,2.973,-3.621,5.488,4.451,-4.567,-4.8,0
4.538,-0.163,-4.575,14.885,-0.758,-0.981,2.926,300.411,-0.544,0
2.598,30.393,-3.819,3.456,-3.382,-2.322,-1.066,301.831,19.924,0
5.306,-2.952,503.348,3.995,9.23,4.018,2.058,-2.361,19.555,0
7.074,16.667,81.621,8.769,3.43,0.466,0.102,207.45,0.055,1
6.641,28.701,468.223,5.919,4.145,0.072,0.104,233.158,3.131,1
11.863,-1.103,500.36,0.482,-4.829,4.636,-4.234,-0.306,16.244,0
8.066,13.67,55.165,6.169,1.579,0.481,0.192,253.048,12.103,1
7.047,12.194,397.628,10.043,0.101,0.019,0.187,211.225,5.626,1
7.065,15.866,451.94,12.448,3.903,0.288,0.15,210.64,4.539,1
7.479,17.303,470.352,6.997,2.132,0.426,0.097,136.735,2.949,1
12.311,34.452,501.689,16.857,-3.602,-4.341,-1.229,303.124,19.309,0
3.401,-1.065,-4.398,2.754,-3.068,4.311,-0.514,-1.899,16.991,0
2.037,30.184,503.277,3.879,-1.885,1.846,4.443,302.802,-3.287,0
12.758,-0.853,-0.584,2.468,-3.734,-3.118,-2.279,-4.152,18.289,0
7.777,22.3,7.145,9.181,1.263,0.075,0.052,12.956,1.304,1
7.646,22.036,490.25,8.408,2.023,0.203,0.19,134.373,3.246,1
7.903,21.453,296.951,8.336,0.028,0.49,0.0,244.127,1.916,1
7.937,25.995,82.288,6.258,0.627,0.459,0.049,15.956,10.137,1
3.03,-1.271,-1.764,16.642,8.614,2.067,-2.011,302.589,16.451,0
5.421,31.694,-2.542,16.021,-4.015,-3.641,-0.798,300.237,-1.755,0
1.791,-2.418,501.71,1.631,-4.771,-2.444,2.286,301.678,-0.52,0
3.933,-1.962,500.678,17.485,6.854,3.295,-3.116,301.643,-4.337,0
3.864,30.133,-2.003,2.206,7.378,5.397,4.719,-4.16,18.344,0
8.818,-4.822,502.27,4.386,5.28,5.287,0.974,300.344,-4.281,0
8.005,3.092,324.314,8.77,1.987,0.179,0.183,198.283,10.933,1
3.595,-2.894,-1.571,1.997,8.428,-3.027,-3.275,300.777,-4.237,0
7.632,17.062,107.575,10.61,4.723,0.449,0.097,92.689,2.443,1
1.733,-4.042,-4.694,0.402,-2.085,-3.517,-1.412,-3.148,17.779,0
7.68,29.82,168.575,12.619,0.882,0.224,0.088,102.714,14.413,1
8.048,12.396,498.428,10.653,0.34,0.478,0.023,206.531,13.247,1
7.203,22.151,268.15,8.342,3.481,0.365,0.166,159.445,12.082,1
4.815,34.421,503.669,17.287,-3.509,0.653,2.291,303.131,16.956,0
7.839,24.247,204.941,6.438,0.806,0.008,0.022,223.75,13.961,1
4.904,-2.894,-4.022,1.386,9.822,1.707,1.583,-0.937,19.695,0
7.716,2.105,490.765,10.299,1.544,0.212,0.189,216.245,4.965,1
7.474,16.625,352.828,9.153,4.446,0.334,0.007,273.507,0.834,1
13.498,-3.324,-3.481,14.211,8.798,3.843,-4.79,-0.471,-0.909,0
2.344,31.338,-4.375,18.265,9.268,-0.18,-2.188,304.238,15.382,0
7.058,27.624,497.685,13.525,0.134,0.14,0.191,141.662,14.603,1
8.179,16.242,448.577,12.947,0.368,0.323,0.073,139.389,11.706,1
6.93,2.611,100.656,6.444,0.203,0.248,0.099,122.086,6.149,1
7.012,3.59,335.518,7.03,3.416,0.441,0.049,58.926,3.091,1
12.329,30.156,-4.488,3.266,-2.061,2.062,1.964,-1.488,17.568,0
5.905,-1.596,-0.929,2.638,-2.493,-1.597,3.267,-1.601,-1.871,0
7.076,24.713,209.84,12.72,4.655,0.451,0.142,255.311,11.477,1
6.983,22.01,335.376,10.322,4.198,0.348,0.024,299.648,13.227,1
6.985,27.185,156.646,6.614,4.605,0.342,0.168,66.046,8.998,1
8.274,4.016,292.579,7.958,3.144,0.358,0.123,113.799,9.18,1
11.377,31.967,501.403,3.246,5.236,5.355,2.836,303.784,19.786,0
7.37,25.039,70.537,5.295,1.726,0.482,0.093,84.04,11.709,1
7.166,25.638,110.037,13.376,1.121,0.022,0.008,55.342,2.468,1
8.635,33.273,-0.714,2.264,8.349,2.412,3.041,304.774,15.285,0
8.224,1.109,183.015,10.271,0.721,0.107,0.146,70.568,9.919,1
7.691,22.309,471.528,10.903,3.587,0.414,0.094,74.643,1.052,1
8.35,27.218,161.577,8.107,3.754,0.07,0.027,298.28,11.393,1
12.801,-2.143,501.959,18.183,5.299,-4.236,0.767,301.075,15.344,0
6.962,18.628,248.116,13.858,0.782,0.366,0.147,138.663,11.851,1
8.389,20.668,342.825,11.767,0.66,0.198,0.041,72.363,0.001,1
3.105,-0.285,-4.815,0.083,9.538,3.094,4.933,301.674,15.32,0
7.202,11.773,429.133,8.197,4.03,0.056,0.043,56.96,13.974,1
2.634,-0.381,504.87,18.444,-4.594,4.084,2.545,-1.492,-0.407,0
8.312,0.551,362.502,7.892,4.391,0.204,0.043,9.176,6.861,1
3.197,32.721,501.913,16.052,-1.623,-2.493,1.189,304.786,17.978,0
3.098,34.125,500.454,18.604,5.411,-0.19,2.05,304.998,-2.199,0
9.813,31.768,501.839,18.132,6.613,4.83,1.235,-1.359,16.579,0
6.707,8.721,449.562,8.724,1.896,0.391,0.013,72.71,3.818,1
7.334,5.308,393.792,8.588,3.627,0.241,0.138,19.236,3.59,1
7.157,1.152,381.554,10.819,2.819,0.087,0.035,102.762,0.713,1
10.711,33.453,503.074,4.848,-0.116,-2.926,-0.71,-3.141,-0.781,0
8.09,23.962,403.428,9.99,3.96,0.461,0.163,45.876,11.458,1
2.4,-2.041,-3.051,4.354,-2.835,-4.838,-3.046,300.683,16.587,0
5.715,-0.121,500.279,1.623,8.65,3.884,3.999,300.772,19.936,0
5.326,32.026,502.663,3.478,-2.252,-2.697,-2.839,-1.703,16.018,0
7.494,13.022,274.617,7.301,4.399,0.028,0.047,173.642,5.491,1
13.138,30.348,500.567,3.994,-2.156,-4.398,-0.649,302.39,-1.603,0
8.898,31.627,504.88,2.855,9.382,-2.889,-2.262,301.704,18.938,0
6.83,29.634,459.239,9.274,4.619,0.442,0.014,252.977,5.49,1
7.72,7.633,476.805,9.018,2.177,0.213,0.088,250.64,1.351,1
2.087,33.692,-3.84,14.342,-3.242,4.774,-0.302,303.266,-0.178,0
2.665,-1.184,504.073,0.558,5.291,3.768,-3.428,300.205,-3.104,0
2.51,34.592,500.637,17.922,-4.044,-4.365,3.961,-2.459,15.301,0
7.829,28.882,252.33,8.411,1.754,0.233,0.129,198.806,4.574,1
